From,Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length,Gene Ontology (biological process),Gene Ontology (cellular component),Gene Ontology (GO),Gene Ontology (molecular function)
P63146,P63146,reviewed,UBE2B_HUMAN,Ubiquitin-conjugating enzyme E2 B (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme B) (RAD6 homolog B) (HR6B) (hHR6B) (Ubiquitin carrier protein B) (Ubiquitin-conjugating enzyme E2-17 kDa) (Ubiquitin-protein ligase B),UBE2B RAD6B UBCH1,Homo sapiens (Human),152,apoptotic process [GO:0006915]; chiasma assembly [GO:0051026]; chromatin organization [GO:0006325]; DNA damage response [GO:0006974]; DNA damage tolerance [GO:0006301]; DNA repair [GO:0006281]; ectopic germ cell programmed cell death [GO:0035234]; in utero embryonic development [GO:0001701]; meiotic telomere clustering [GO:0045141]; negative regulation of apoptotic process [GO:0043066]; negative regulation of developmental process [GO:0051093]; negative regulation of post-translational protein modification [GO:1901874]; negative regulation of reproductive process [GO:2000242]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; positive regulation of reciprocal meiotic recombination [GO:0010845]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein autoubiquitination [GO:0051865]; protein K11-linked ubiquitination [GO:0070979]; protein K48-linked ubiquitination [GO:0070936]; protein K63-linked ubiquitination [GO:0070534]; protein polyubiquitination [GO:0000209]; protein stabilization [GO:0050821]; protein ubiquitination [GO:0016567]; response to UV [GO:0009411]; response to xenobiotic stimulus [GO:0009410]; sperm axoneme assembly [GO:0007288]; spermatogenesis [GO:0007283]; synaptonemal complex organization [GO:0070193]; ubiquitin-dependent protein catabolic process [GO:0006511],chromatin [GO:0000785]; cytoplasm [GO:0005737]; HULC complex [GO:0033503]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; replication fork [GO:0005657]; XY body [GO:0001741],chromatin [GO:0000785]; cytoplasm [GO:0005737]; HULC complex [GO:0033503]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; replication fork [GO:0005657]; XY body [GO:0001741]; ATP binding [GO:0005524]; ubiquitin conjugating enzyme activity [GO:0061631]; ubiquitin protein ligase binding [GO:0031625]; ubiquitin-protein transferase activity [GO:0004842]; apoptotic process [GO:0006915]; chiasma assembly [GO:0051026]; chromatin organization [GO:0006325]; DNA damage response [GO:0006974]; DNA damage tolerance [GO:0006301]; DNA repair [GO:0006281]; ectopic germ cell programmed cell death [GO:0035234]; in utero embryonic development [GO:0001701]; meiotic telomere clustering [GO:0045141]; negative regulation of apoptotic process [GO:0043066]; negative regulation of developmental process [GO:0051093]; negative regulation of post-translational protein modification [GO:1901874]; negative regulation of reproductive process [GO:2000242]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; positive regulation of reciprocal meiotic recombination [GO:0010845]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein autoubiquitination [GO:0051865]; protein K11-linked ubiquitination [GO:0070979]; protein K48-linked ubiquitination [GO:0070936]; protein K63-linked ubiquitination [GO:0070534]; protein polyubiquitination [GO:0000209]; protein stabilization [GO:0050821]; protein ubiquitination [GO:0016567]; response to UV [GO:0009411]; response to xenobiotic stimulus [GO:0009410]; sperm axoneme assembly [GO:0007288]; spermatogenesis [GO:0007283]; synaptonemal complex organization [GO:0070193]; ubiquitin-dependent protein catabolic process [GO:0006511],ATP binding [GO:0005524]; ubiquitin conjugating enzyme activity [GO:0061631]; ubiquitin protein ligase binding [GO:0031625]; ubiquitin-protein transferase activity [GO:0004842]
Q9NR46,Q9NR46,reviewed,SHLB2_HUMAN,Endophilin-B2 (SH3 domain-containing GRB2-like protein B2),SH3GLB2 KIAA1848 PP578,Homo sapiens (Human),395,membrane organization [GO:0061024],cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]; nucleoplasm [GO:0005654],cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; cadherin binding [GO:0045296]; identical protein binding [GO:0042802]; membrane organization [GO:0061024],cadherin binding [GO:0045296]; identical protein binding [GO:0042802]
Q9NUQ8,Q9NUQ8,reviewed,ABCF3_HUMAN,ATP-binding cassette sub-family F member 3,ABCF3,Homo sapiens (Human),709,defense response to virus [GO:0051607],membrane [GO:0016020],membrane [GO:0016020]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; cadherin binding [GO:0045296]; defense response to virus [GO:0051607],ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; cadherin binding [GO:0045296]
Q9HD15,Q9HD15,reviewed,SRA1_HUMAN,Steroid receptor RNA activator 1 (Steroid receptor RNA activator protein) (SRAP),SRA1 PP7684,Homo sapiens (Human),224,apoptotic process [GO:0006915]; negative regulation of myoblast differentiation [GO:0045662],cilium [GO:0005929]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; intercellular bridge [GO:0045171]; microtubule cytoskeleton [GO:0015630]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886],cilium [GO:0005929]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; intercellular bridge [GO:0045171]; microtubule cytoskeleton [GO:0015630]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; steroid receptor RNA activator RNA binding [GO:0002153]; transcription coactivator activity [GO:0003713]; apoptotic process [GO:0006915]; negative regulation of myoblast differentiation [GO:0045662],steroid receptor RNA activator RNA binding [GO:0002153]; transcription coactivator activity [GO:0003713]
Q7Z6Z7,Q7Z6Z7,reviewed,HUWE1_HUMAN,"E3 ubiquitin-protein ligase HUWE1 (EC 2.3.2.26) (ARF-binding protein 1) (ARF-BP1) (HECT, UBA and WWE domain-containing protein 1) (HECT-type E3 ubiquitin transferase HUWE1) (Homologous to E6AP carboxyl terminus homologous protein 9) (HectH9) (Large structure of UREB1) (LASU1) (Mcl-1 ubiquitin ligase E3) (Mule) (Upstream regulatory element-binding protein 1) (URE-B1) (URE-binding protein 1)",HUWE1 KIAA0312 KIAA1578 UREB1 HSPC272,Homo sapiens (Human),4374,base-excision repair [GO:0006284]; cell differentiation [GO:0030154]; circadian regulation of gene expression [GO:0032922]; Golgi organization [GO:0007030]; membrane fusion [GO:0061025]; negative regulation of mitochondrial fusion [GO:0010637]; negative regulation of peroxisome proliferator activated receptor signaling pathway [GO:0035359]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; positive regulation of protein targeting to mitochondrion [GO:1903955]; positive regulation of protein ubiquitination [GO:0031398]; positive regulation of type 2 mitophagy [GO:1905091]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein branched polyubiquitination [GO:0141198]; protein K48-linked ubiquitination [GO:0070936]; protein monoubiquitination [GO:0006513]; protein polyubiquitination [GO:0000209]; ubiquitin-dependent protein catabolic process [GO:0006511],cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; ficolin-1-rich granule lumen [GO:1904813]; Golgi membrane [GO:0000139]; membrane [GO:0016020]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; secretory granule lumen [GO:0034774]; sperm end piece [GO:0097229]; sperm midpiece [GO:0097225]; sperm principal piece [GO:0097228],cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; ficolin-1-rich granule lumen [GO:1904813]; Golgi membrane [GO:0000139]; membrane [GO:0016020]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; secretory granule lumen [GO:0034774]; sperm end piece [GO:0097229]; sperm midpiece [GO:0097225]; sperm principal piece [GO:0097228]; DNA binding [GO:0003677]; histone ubiquitin ligase activity [GO:0140852]; RNA binding [GO:0003723]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]; ubiquitin-ubiquitin ligase activity [GO:0034450]; base-excision repair [GO:0006284]; cell differentiation [GO:0030154]; circadian regulation of gene expression [GO:0032922]; Golgi organization [GO:0007030]; membrane fusion [GO:0061025]; negative regulation of mitochondrial fusion [GO:0010637]; negative regulation of peroxisome proliferator activated receptor signaling pathway [GO:0035359]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; positive regulation of protein targeting to mitochondrion [GO:1903955]; positive regulation of protein ubiquitination [GO:0031398]; positive regulation of type 2 mitophagy [GO:1905091]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein branched polyubiquitination [GO:0141198]; protein K48-linked ubiquitination [GO:0070936]; protein monoubiquitination [GO:0006513]; protein polyubiquitination [GO:0000209]; ubiquitin-dependent protein catabolic process [GO:0006511],DNA binding [GO:0003677]; histone ubiquitin ligase activity [GO:0140852]; RNA binding [GO:0003723]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]; ubiquitin-ubiquitin ligase activity [GO:0034450]
Q13790,Q13790,reviewed,APOF_HUMAN,Apolipoprotein F (Apo-F) (Lipid transfer inhibitor protein) (LTIP),APOF,Homo sapiens (Human),326,cholesterol efflux [GO:0033344]; cholesterol metabolic process [GO:0008203]; lipid metabolic process [GO:0006629]; lipid transport [GO:0006869]; triglyceride metabolic process [GO:0006641],extracellular space [GO:0005615]; high-density lipoprotein particle [GO:0034364]; low-density lipoprotein particle [GO:0034362],extracellular space [GO:0005615]; high-density lipoprotein particle [GO:0034364]; low-density lipoprotein particle [GO:0034362]; cholesterol binding [GO:0015485]; lipid transporter activity [GO:0005319]; signaling receptor binding [GO:0005102]; cholesterol efflux [GO:0033344]; cholesterol metabolic process [GO:0008203]; lipid metabolic process [GO:0006629]; lipid transport [GO:0006869]; triglyceride metabolic process [GO:0006641],cholesterol binding [GO:0015485]; lipid transporter activity [GO:0005319]; signaling receptor binding [GO:0005102]
Q92614,Q92614,reviewed,MY18A_HUMAN,Unconventional myosin-XVIIIa (Molecule associated with JAK3 N-terminus) (MAJN) (Myosin containing a PDZ domain) (Surfactant protein receptor SP-R210) (SP-R210),MYO18A CD245 KIAA0216 MYSPDZ TIAF1,Homo sapiens (Human),2054,actomyosin structure organization [GO:0031032]; asymmetric Golgi ribbon formation [GO:0090164]; cell migration [GO:0016477]; DNA metabolic process [GO:0006259]; Golgi organization [GO:0007030]; Golgi ribbon formation [GO:0090161]; Golgi vesicle budding [GO:0048194]; negative regulation of apoptotic process [GO:0043066]; positive regulation of opsonization [GO:1903028]; positive regulation of protein secretion [GO:0050714]; regulation of macrophage activation [GO:0043030],actomyosin [GO:0042641]; cell surface [GO:0009986]; cytoplasm [GO:0005737]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; Golgi membrane [GO:0000139]; membrane [GO:0016020]; microtubule organizing center [GO:0005815]; myosin filament [GO:0032982]; myosin II complex [GO:0016460]; trans-Golgi network [GO:0005802],"actomyosin [GO:0042641]; cell surface [GO:0009986]; cytoplasm [GO:0005737]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; Golgi membrane [GO:0000139]; membrane [GO:0016020]; microtubule organizing center [GO:0005815]; myosin filament [GO:0032982]; myosin II complex [GO:0016460]; trans-Golgi network [GO:0005802]; actin filament binding [GO:0051015]; ADP binding [GO:0043531]; ATP binding [GO:0005524]; ATP-dependent activity, acting on DNA [GO:0008094]; DNA binding [GO:0003677]; RNA binding [GO:0003723]; actomyosin structure organization [GO:0031032]; asymmetric Golgi ribbon formation [GO:0090164]; cell migration [GO:0016477]; DNA metabolic process [GO:0006259]; Golgi organization [GO:0007030]; Golgi ribbon formation [GO:0090161]; Golgi vesicle budding [GO:0048194]; negative regulation of apoptotic process [GO:0043066]; positive regulation of opsonization [GO:1903028]; positive regulation of protein secretion [GO:0050714]; regulation of macrophage activation [GO:0043030]","actin filament binding [GO:0051015]; ADP binding [GO:0043531]; ATP binding [GO:0005524]; ATP-dependent activity, acting on DNA [GO:0008094]; DNA binding [GO:0003677]; RNA binding [GO:0003723]"
Q92901,Q92901,reviewed,RL3L_HUMAN,Ribosomal protein uL3-like (60S ribosomal protein L3-like) (Large ribosomal subunit protein uL3-like),RPL3L,Homo sapiens (Human),407,negative regulation of myotube differentiation [GO:0010832]; regulation of striated muscle tissue development [GO:0016202]; translation [GO:0006412],cytosolic large ribosomal subunit [GO:0022625]; membrane [GO:0016020]; ribosome [GO:0005840],cytosolic large ribosomal subunit [GO:0022625]; membrane [GO:0016020]; ribosome [GO:0005840]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; negative regulation of myotube differentiation [GO:0010832]; regulation of striated muscle tissue development [GO:0016202]; translation [GO:0006412],RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]
P43897,P43897,reviewed,EFTS_HUMAN,"Elongation factor Ts, mitochondrial (EF-Ts) (EF-TsMt)",TSFM,Homo sapiens (Human),325,mitochondrial translational elongation [GO:0070125],mitochondrion [GO:0005739]; nucleoplasm [GO:0005654],mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; guanyl-nucleotide exchange factor activity [GO:0005085]; RNA binding [GO:0003723]; translation elongation factor activity [GO:0003746]; mitochondrial translational elongation [GO:0070125],guanyl-nucleotide exchange factor activity [GO:0005085]; RNA binding [GO:0003723]; translation elongation factor activity [GO:0003746]
P27694,P27694,reviewed,RFA1_HUMAN,"Replication protein A 70 kDa DNA-binding subunit (RP-A p70) (Replication factor A protein 1) (RF-A protein 1) (Single-stranded DNA-binding protein) [Cleaved into: Replication protein A 70 kDa DNA-binding subunit, N-terminally processed]",RPA1 REPA1 RPA70,Homo sapiens (Human),616,base-excision repair [GO:0006284]; DNA damage response [GO:0006974]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]; DNA replication [GO:0006260]; DNA-templated DNA replication [GO:0006261]; double-strand break repair via homologous recombination [GO:0000724]; hemopoiesis [GO:0030097]; homeostasis of number of cells within a tissue [GO:0048873]; in utero embryonic development [GO:0001701]; meiotic cell cycle [GO:0051321]; mismatch repair [GO:0006298]; nucleotide-excision repair [GO:0006289]; positive regulation of cell population proliferation [GO:0008284]; protein localization to chromosome [GO:0034502]; protein localization to site of double-strand break [GO:1990166]; telomere maintenance [GO:0000723]; telomere maintenance via telomerase [GO:0007004],"chromosome, telomeric region [GO:0000781]; DNA replication factor A complex [GO:0005662]; lateral element [GO:0000800]; male germ cell nucleus [GO:0001673]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; PML body [GO:0016605]; site of DNA damage [GO:0090734]; site of double-strand break [GO:0035861]","chromosome, telomeric region [GO:0000781]; DNA replication factor A complex [GO:0005662]; lateral element [GO:0000800]; male germ cell nucleus [GO:0001673]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; PML body [GO:0016605]; site of DNA damage [GO:0090734]; site of double-strand break [GO:0035861]; chromatin binding [GO:0003682]; chromatin-protein adaptor activity [GO:0140463]; damaged DNA binding [GO:0003684]; G-rich strand telomeric DNA binding [GO:0098505]; single-stranded DNA binding [GO:0003697]; single-stranded telomeric DNA binding [GO:0043047]; zinc ion binding [GO:0008270]; base-excision repair [GO:0006284]; DNA damage response [GO:0006974]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]; DNA replication [GO:0006260]; DNA-templated DNA replication [GO:0006261]; double-strand break repair via homologous recombination [GO:0000724]; hemopoiesis [GO:0030097]; homeostasis of number of cells within a tissue [GO:0048873]; in utero embryonic development [GO:0001701]; meiotic cell cycle [GO:0051321]; mismatch repair [GO:0006298]; nucleotide-excision repair [GO:0006289]; positive regulation of cell population proliferation [GO:0008284]; protein localization to chromosome [GO:0034502]; protein localization to site of double-strand break [GO:1990166]; telomere maintenance [GO:0000723]; telomere maintenance via telomerase [GO:0007004]",chromatin binding [GO:0003682]; chromatin-protein adaptor activity [GO:0140463]; damaged DNA binding [GO:0003684]; G-rich strand telomeric DNA binding [GO:0098505]; single-stranded DNA binding [GO:0003697]; single-stranded telomeric DNA binding [GO:0043047]; zinc ion binding [GO:0008270]
P09601,P09601,reviewed,HMOX1_HUMAN,Heme oxygenase 1 (HO-1) (EC 1.14.14.18) [Cleaved into: Heme oxygenase 1 soluble form],HMOX1 HO HO1,Homo sapiens (Human),288,angiogenesis [GO:0001525]; cellular response to arsenic-containing substance [GO:0071243]; cellular response to cadmium ion [GO:0071276]; cellular response to cisplatin [GO:0072719]; cellular response to heat [GO:0034605]; endothelial cell proliferation [GO:0001935]; epithelial cell apoptotic process [GO:1904019]; erythrocyte differentiation [GO:0030218]; erythrocyte homeostasis [GO:0034101]; heme catabolic process [GO:0042167]; heme oxidation [GO:0006788]; intracellular iron ion homeostasis [GO:0006879]; intracellular signal transduction [GO:0035556]; low-density lipoprotein particle clearance [GO:0034383]; macroautophagy [GO:0016236]; multicellular organismal-level iron ion homeostasis [GO:0060586]; negative regulation of cytokine production involved in inflammatory response [GO:1900016]; negative regulation of extrinsic apoptotic signaling pathway via death domain receptors [GO:1902042]; negative regulation of ferroptosis [GO:0110076]; negative regulation of leukocyte migration [GO:0002686]; negative regulation of macroautophagy [GO:0016242]; negative regulation of smooth muscle cell proliferation [GO:0048662]; positive regulation of angiogenesis [GO:0045766]; positive regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis [GO:1903589]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; positive regulation of cell migration involved in sprouting angiogenesis [GO:0090050]; positive regulation of chemokine production [GO:0032722]; positive regulation of epithelial cell apoptotic process [GO:1904037]; positive regulation of macroautophagy [GO:0016239]; positive regulation of smooth muscle cell proliferation [GO:0048661]; regulation of angiogenesis [GO:0045765]; regulation of transcription by RNA polymerase II [GO:0006357]; response to hydrogen peroxide [GO:0042542]; response to nicotine [GO:0035094]; response to oxidative stress [GO:0006979]; smooth muscle hyperplasia [GO:0014806]; wound healing involved in inflammatory response [GO:0002246],cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; extracellular space [GO:0005615]; membrane [GO:0016020]; mitochondrial outer membrane [GO:0005741]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471],cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; extracellular space [GO:0005615]; membrane [GO:0016020]; mitochondrial outer membrane [GO:0005741]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; enzyme binding [GO:0019899]; heme binding [GO:0020037]; heme oxygenase (decyclizing) activity [GO:0004392]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; protein homodimerization activity [GO:0042803]; structural molecule activity [GO:0005198]; angiogenesis [GO:0001525]; cellular response to arsenic-containing substance [GO:0071243]; cellular response to cadmium ion [GO:0071276]; cellular response to cisplatin [GO:0072719]; cellular response to heat [GO:0034605]; endothelial cell proliferation [GO:0001935]; epithelial cell apoptotic process [GO:1904019]; erythrocyte differentiation [GO:0030218]; erythrocyte homeostasis [GO:0034101]; heme catabolic process [GO:0042167]; heme oxidation [GO:0006788]; intracellular iron ion homeostasis [GO:0006879]; intracellular signal transduction [GO:0035556]; low-density lipoprotein particle clearance [GO:0034383]; macroautophagy [GO:0016236]; multicellular organismal-level iron ion homeostasis [GO:0060586]; negative regulation of cytokine production involved in inflammatory response [GO:1900016]; negative regulation of extrinsic apoptotic signaling pathway via death domain receptors [GO:1902042]; negative regulation of ferroptosis [GO:0110076]; negative regulation of leukocyte migration [GO:0002686]; negative regulation of macroautophagy [GO:0016242]; negative regulation of smooth muscle cell proliferation [GO:0048662]; positive regulation of angiogenesis [GO:0045766]; positive regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis [GO:1903589]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; positive regulation of cell migration involved in sprouting angiogenesis [GO:0090050]; positive regulation of chemokine production [GO:0032722]; positive regulation of epithelial cell apoptotic process [GO:1904037]; positive regulation of macroautophagy [GO:0016239]; positive regulation of smooth muscle cell proliferation [GO:0048661]; regulation of angiogenesis [GO:0045765]; regulation of transcription by RNA polymerase II [GO:0006357]; response to hydrogen peroxide [GO:0042542]; response to nicotine [GO:0035094]; response to oxidative stress [GO:0006979]; smooth muscle hyperplasia [GO:0014806]; wound healing involved in inflammatory response [GO:0002246],enzyme binding [GO:0019899]; heme binding [GO:0020037]; heme oxygenase (decyclizing) activity [GO:0004392]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; protein homodimerization activity [GO:0042803]; structural molecule activity [GO:0005198]
